EndDate,Role in Operation,County,Regions,Total Yield Bearing Acreage,Acre Ranges,Total Non-Yield Bearing Acreage,Pollination Manager,Cover Crop Grown,Cover Crop Seeds,Cover Crop Satisfaction,Cover Crop Interest,Cover Crop Concerns,Cover Crop Incentives,Water Source,PPH Grown,PPH Satisfaction,PPH Interest,PPH Concerns,PPH Incentives,Pollination,Beekeeper Location,Rental Price,Age
12/13/19,Owner/operator of almond orchard(s),Madera,Central,4,Small,2,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Pesticide applicator,Beekeeper,Bee broker",Yes,"Federal cost-share program (e.g., EQIP),Directly from seed company",Somewhat Satisfied,,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of seeds,Inadequate soil type for cover crops,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)",,A combination of surface water and groundwater,No,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Lack of information about how to grow permanent pollinator habitat,Expense of water,Availability of water,Increased risk of frost damage","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"Near your orchard(s): from the same county or a neighboring county,California, but not a neighboring county",175,45-54 years old
12/13/19,Farm manager (not owner),San Joaquin,Central,5,Small,1,Beekeeper,Yes,Directly from seed company,Very Satisfied,,Inadequate soil type for cover crops,,Groundwater,No,,No,Availability of water,Increased strength of bee colonies during bloom and afterwards,We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,195,35-44 years old
12/14/19,Farm manager (not owner),Stanislaus,Central,45,Medium,5,Beekeeper,No,,,Not sure,Prefer not to answer,None of these are incentives,A combination of surface water and groundwater,Yes,Very Satisfied,,Increased risk of frost damage,Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,We rented all our bees,"Near your orchard(s): from the same county or a neighboring county,California, but not a neighboring county,Out of state",195,25-34 years old
12/15/19,Owner/operator of almond orchard(s),Tulare,South,20,Small,5,Owner of the almond orchard(s),No,,,Not sure,"Availability of water,Expense of water,Effort/time to manage it,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies",A combination of surface water and groundwater,Not sure,,Not sure,"Labor to plant and maintain it,Availability of water,Fire danger from vegetation","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",Our orchards were not mature enough for bee pollination,,,45-54 years old
12/15/19,"Owner, not responsible for day-to-day management",Stanislaus,Central,20,Small,2,Owner of the almond orchard(s),No,,,No,Effort/time to manage it,None of these are incentives,Groundwater,Not sure,,Not sure,Physical interference with operations,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,"California, but not a neighboring county",160,25-34 years old
12/16/19,Owner/operator of almond orchard(s),Stanislaus,Central,115,Medium,20,"Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees),Directly from seed company",Very Satisfied,,"Increased risk of frost damage,Limited time for planting due to competing operations",,A combination of surface water and groundwater,No,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Availability of water","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented some bees and supplied some of our own,Out of state,180,45-54 years old
12/16/19,Farm manager (not owner),"Stanislaus,Madera",Central,6000,Large,0,"Farm manager,Independent PCA (not affiliated with an agricultural retailer)",No,,,Yes,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Groundwater,Yes,Very Satisfied,,We have no concerns about permanent habitat,None of these are incentives,We rented all our bees,Out of state,210,25-34 years old
12/17/19,Owner/operator of almond orchard(s),"Tehama,Butte,Glenn,Colusa",North,5500,Large,1500,"Farm manager,Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees),Directly from seed company",Somewhat Satisfied,,"Incompatibility with irrigation system(s),Cost of equipment needed to plant seeds,Limited time for planting due to competing operations",,A combination of surface water and groundwater,Yes,Very Satisfied,,"Lack of available land,Labor to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",We rented all our bees,"Near your orchard(s): from the same county or a neighboring county,Out of state",195,55-64 years old
12/18/19,Owner/operator of almond orchard(s),Kern,South,14000,Large,3000,"Owner of the almond orchard(s),Farm manager",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies",A combination of surface water and groundwater,No,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Expense of water,Availability of water",Decreased rental fee for managed bee colonies,We rented all our bees,"California, but not a neighboring county,Out of state",,45-54 years old
12/18/19,Farm manager (not owner),Kern,South,420,Large,0,"Farm manager,Pesticide applicator,Beekeeper",No,,,Not sure,"Labor to grow/maintain it,Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Groundwater,Yes,Somewhat Satisfied,,"Lack of available land,Incompatibility with irrigation system(s),Lack of information about how to grow permanent pollinator habitat,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",We rented all our bees,"Near your orchard(s): from the same county or a neighboring county,California, but not a neighboring county",230,25-34 years old
12/18/19,Farm manager (not owner),Stanislaus,Central,100,Medium,180,Owner of the almond orchard(s),No,,,No,Increased risk of frost damage,None of these are incentives,A combination of surface water and groundwater,No,,No,"Lack of available land,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat",Decreased rental fee for managed bee colonies,We rented all our bees,Out of state,160,25-34 years old
12/18/19,Owner/operator of almond orchard(s),Merced,Central,50,Medium,0,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,We have no concerns about cover crops,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",A combination of surface water and groundwater,Yes,Very Satisfied,,"Effort/time to manage it,Cost to plant and maintain it,Availability of water",Supporting native pollinators,We rented all our bees,"California, but not a neighboring county",275,25-34 years old
12/18/19,Farm manager (not owner),Stanislaus,Central,200,Medium,0,Farm manager,Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,,"Availability of water,Expense of water,Incompatibility with irrigation system(s)",,A combination of surface water and groundwater,Yes,Somewhat Satisfied,,"Expense of water,Availability of water",None of these are incentives,Our orchards were not mature enough for bee pollination,,,25-34 years old
12/18/19,Farm manager (not owner),Fresno,South,5,Small,1,Beekeeper,No,,,No,Inadequate soil type for cover crops,Prefer not to answer,Groundwater,Yes,Very Satisfied,,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants",We supplied all of our own bee pollination,,,25-34 years old
12/18/19,Owner/operator of almond orchard(s),Stanislaus,Central,200,Medium,100,"Owner of the almond orchard(s),Farm manager,Affiliated PCA (with an agricultural retailer),Pesticide applicator,Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,,"Availability of water,Expense of water,Increased risk of frost damage",,,No,,Not sure,"Effort/time to manage it,Physical interference with operations,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,We rented all our bees,"California, but not a neighboring county",165,55-64 years old
12/18/19,Owner/operator of almond orchard(s),Merced,Central,96,Medium,0,Owner of the almond orchard(s),No,,,Yes,Physical interference with operations,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",Surface water,No,,No,Lack of available land,None of these are incentives,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,180,65-74 years old
